chrom	bp	SNPID	avg_rank	med_rank	p20_rank	std_rank	var_rank	mad_rank	avg_rank_rel	med_rank_rel	p20_rank_rel	var_rank_rel	var_rank_weight	var_weighted_avg_rank	var_weighted_rel_avg_rank
scaffold_0	80430	813	3910.45	3055.0	1506.8	2961.4917605	8770433.4475	1674.5	0.331787714237	0.259205837434	0.127846597658	0.563978360999	0.436021639001	1705.04081823	0.144666622962
scaffold_0	80558	812	3577.4	3312.0	678.8	3098.44221182	9600344.14	2474.0	0.303529611403	0.281011369421	0.0575937553029	0.617345355336	0.382654644664	1368.90872582	0.116147015596
scaffold_0	168243	316	6736.8	6344.0	4920.8	2075.86359378	4309209.66	1425.0	0.571593415917	0.538265739012	0.417512302732	0.277101584066	0.722898415934	4870.02204847	0.413203974925
scaffold_0	207363	450	7384.6	7491.5	5394.0	1939.2992652	3760881.64	1456.5	0.626556931953	0.635627015103	0.457661632445	0.241841623442	0.758158376558	5598.69634753	0.475029386351
scaffold_0	225759	467	3999.55	3716.5	2352.0	2393.08061868	5726834.8475	1105.5	0.339347530969	0.315331749533	0.199558798575	0.368261266713	0.631738733287	2526.67065072	0.214378979358
scaffold_0	341017	511	7089.2	6930.0	5534.6	1901.49705758	3615691.06	1036.0	0.601493297132	0.5879857458	0.469591040217	0.232505215404	0.767494784596	5440.92402696	0.461642968519
scaffold_0	502808	612	8704.75	8649.5	7836.0	1379.06087157	1901808.8875	827.5	0.738566943832	0.733879178687	0.664856609537	0.122294874675	0.877705125325	7640.20368968	0.648243991997
scaffold_0	633622	687	9434.3	9719.0	8470.6	1119.48877172	1253255.11	729.0	0.800466655354	0.824622433396	0.718700152724	0.080589946561	0.919410053439	8673.99026716	0.735957090375
scaffold_0	697373	745	7815.9	7412.5	6550.2	1699.68452661	2888927.49	737.5	0.663151196335	0.628924147293	0.555761072459	0.18577104548	0.81422895452	6363.93208563	0.53995690528
scaffold_0	821164	820	3199.4	3089.0	1490.0	1697.96505853	2883085.34	1295.5	0.271457661632	0.262090615985	0.126421177668	0.18539536893	0.81460463107	2606.24605665	0.221130668305
scaffold_0	875953	857	10757.15	11081.0	10218.2	829.884466357	688708.2275	422.5	0.912705752588	0.940183268284	0.866977770236	0.0442870400507	0.955712959949	10280.7476671	0.872284716368
scaffold_0	918804	876	3590.0	2729.5	1470.4	3148.66419296	9914086.2	972.5	0.304598676396	0.231588325132	0.12475818768	0.63752038247	0.36247961753	1301.30182693	0.11041081172
scaffold_0	937818	886	3022.15	2675.5	1236.4	2224.8285389	4949862.0275	1306.5	0.256418632276	0.227006618021	0.104904123536	0.318298415939	0.681701584061	2060.20444227	0.174800987805
scaffold_0	948672	893	5464.4	5195.5	4088.2	2169.80082957	4708035.64	1227.5	0.463634820974	0.440819616494	0.346869166808	0.30274789036	0.69725210964	3810.06442792	0.323270357027
scaffold_0	959703	898	9494.0	9951.5	8036.2	1381.9580312	1909808.0	997.0	0.805531987103	0.844349227898	0.681842864415	0.122809253626	0.877190746374	8328.04894608	0.706605204996
scaffold_0	959745	897	5009.05	4568.0	2137.8	2933.75511035	8606919.0475	2556.0	0.425	0.387578482946	0.181384693704	0.553463648828	0.446536351172	2236.72290984	0.189777949248
